"";"address";"city";"country";"name";"province";"reviews.date";"reviews.text";"reviews.title";"reviews.username";"cleaned";"document";"positive";"negative";"tflabel";"tf_idf_positive";"tf_idf_negative";"label_tf_idf";"comparison";"deg_of_sentiment";"rating"
"33694";"2300 Dulles Corner Blvd";"Herndon";"US";"Hyatt Dulles";"VA";2015-02-22;"A total disappointment with room, service and personnel.";"";"Cindy Meyer";" total disappointment room service personnel";"text1315";0;1;"negative";0;0,470956573754016;"negative";"same";-0,470956573754016;"5"
"34149";"W 10170 Highway 54 E";"Black River Falls";"US";"Comfort Inn and Suites";"WI";2016-08-10;"Poor customer service. Construction going on outside of our room the entire time. Very poorly handled.";"Terrible customer service, poorly handled situatio";"Fredrick";" poor customer service construction go outside room entire time poorly handle terrible customer service poorly handle situatio";"text1344";0;1;"negative";0;0,470956573754016;"negative";"same";-0,470956573754016;"5"
"35572";"9435 Highway 49";"Gulfport";"US";"Quality Inn Gulfport";"Orange Grove";2014-10-01;"The tub, whirlpool, feature didn't work and I could not get the tub to drain.";"Some trouble with the tub";"Jack";" tub whirlpool feature work can get tub drain trouble tub";"text1384";0;1;"negative";0;0,470956573754016;"negative";"same";-0,470956573754016;"5"
"24843";"5900 N E Ray Cir";"Hillsboro";"US";"Holiday Inn Express - Hillsboro";"Orenco";2016-01-05;"excellent stay all the way around. night staff on 1/5/16 was very professional and helpful and we saw she had just dealt calmly and patiently with a difficult customer, and was 100 unflustered and professional with us. beautiful weight room, healthy fantastic breakfast, good coffee, k-cups in the rooms, great sheets. floor upstairs was clomping around, but that's not hotel's fault. would definitely stay here again.";"excellent stay, the staff is GREAT top notch help";"A Traveler";" excellent stay way around night staff professional helpful see just deal calmly patiently difficult customer unflustered professional us beautiful weight room healthy fantastic breakfast good coffee k cup room great sheet floor upstairs clomping around hotels fault definitely stay excellent stay staff great top notch help";"text929";10;2;"positive";0,499512610132851;0,941913147508032;"negative";"different";-0,442400537375182;"5"
"2725";"2500 6th St";"Brookings";"US";"Days Inn Brookings";"SD";2015-02-07;"Place is undergoing remodeling, so some hallways were blocked off, pool was closed, and breakfast was terrible. The room was ok but out dated. The room was perhaps the quietest room I have ever had, no hallway noise, no road noise etc.";"Days Inn Brookings, SD";"A Traveler";" place undergo remodel hallway block pool close breakfast terrible room okay date room perhaps quiet room ever hallway noise road noise etc day inn brookings sd";"text93";1;1;"neutral";0,0499512610132851;0,470956573754016;"negative";"different";-0,421005312740731;"5"
"4206";"13600 N W 2nd St";"Fort Lauderdale";"US";"La Quinta Inn and Suites Sunrise";"Plantation";2015-08-14;"Great stay. Small problem with internet access. Should speed up its connection.";"Cozy hotel close to Ikea";"Rafael";" great stay small problem internet access speed connection cozy hotel close ikea";"text126";1;1;"neutral";0,0499512610132851;0,470956573754016;"negative";"different";-0,421005312740731;"5"
"4481";"Taragaon Boudha";"Alliance";"US";"Hyatt Regency Kathmandu";"OH";2016-09-17;"The smell of the property, the dirty bed sheets and pillows ,towels ,blanket,all was so dirty. It's location";"It's extremely dirty , bed sheets smells bad and dirty, as well the toilet and the towels were very stingy.";"Farah";" smell property dirty bed sheet pillow towel blanket dirty location extremely dirty bed sheet smell bad dirty good toilet towel stingy";"text140";1;1;"neutral";0,0499512610132851;0,470956573754016;"negative";"different";-0,421005312740731;"5"
"6993";"5610 Vineland Rd";"Orlando";"US";"Extended Stay America - Orlando Theme Parks - Vineland Rd.";"FL";2014-07-23;"This place has bed bugs DO NOT STAY HERE .. Rude staff aswel especially the male manager";"Great acomadation on a budget";"Ellie Scanlon";" place bed bug stay rude staff aswel especially male manager great acomadation budget";"text192";1;1;"neutral";0,0499512610132851;0,470956573754016;"negative";"different";-0,421005312740731;"5"
"7311";"1755 Idaho St";"Elko";"US";"Super 8 Elko Nv";"North Fork";2016-09-02;"Carpet in room was gross";"Nice rooms";"A Traveler";" carpet room gross nice room";"text210";1;1;"neutral";0,0499512610132851;0,470956573754016;"negative";"different";-0,421005312740731;"5"
"7781";"2717 Village Ln";"Bossier City";"US";"Quality Inn and Suites";"LA";2015-02-14;"Room was comfortable, breakfast was lousy.";"Valentines stay away from home!";"Stephen";" room comfortable breakfast lousy valentine stay away home";"text219";1;1;"neutral";0,0499512610132851;0,470956573754016;"negative";"different";-0,421005312740731;"5"
"7876";"200 Tuttle Creek Blvd";"Manhattan";"US";"Super 8 Manhattan Ks";"KS";2016-05-14;"We attempted to check in early and the manager told us check in wasn't until 2:00. We came back at 3:00 and our rooms were still not ready. We had a graduation to get to and they fished cleaning the room. The manager, Jennifer was extremely rude. The walls were thin and blanket on the bed old and pilled. I have stayed in several hotels in Manhattan since my daughter has been in school there- stay anywhere else!";"Never Again";"Bruce";" attempt check early manager tell us check come back room still ready graduation get fish clean room manager jennifer extremely rude wall thin blanket bed old pilled stay several hotel manhattan since daughter school stay anywhere else never ";"text221";1;1;"neutral";0,0499512610132851;0,470956573754016;"negative";"different";-0,421005312740731;"5"
"10196";"1 Main St";"Las Vegas";"US";"Plaza Hotel and Casino - Las Vegas";"NV";2016-09-15;"Very bad atitude service";"Not a happy family!  Hotel charges for everything.";"A Traveler";" bad atitude service happy family hotel charge everything";"text305";1;1;"neutral";0,0499512610132851;0,470956573754016;"negative";"different";-0,421005312740731;"5"
"10208";"1 Main St";"Las Vegas";"US";"Plaza Hotel and Casino - Las Vegas";"NV";2016-07-02;"Unfortunately there was no hot water when we woke up the day we were checking out. Could not shower or wash my hair. Front desk was apologetic and refunded my resort fee, but that didn't make up for having to leave without showering. Not goo.";"Could have been better...";"Carla";" unfortunately hot water wake day check can shower wash hair front desk apologetic refund resort fee make leave without shower goo can good";"text307";1;1;"neutral";0,0499512610132851;0,470956573754016;"negative";"different";-0,421005312740731;"5"
"10376";"1 Main St";"Las Vegas";"US";"Plaza Hotel and Casino - Las Vegas";"NV";2016-10-06;"Front desk was slightly rude";"Very nice hotel";"A Traveler";" front desk slightly rude nice hotel";"text317";1;1;"neutral";0,0499512610132851;0,470956573754016;"negative";"different";-0,421005312740731;"5"
"10417";"119 Pinnacle Dr";"Johnson City";"US";"Quality Inn Johnson City";"TN";2015-05-11;"Nice rooms but beds were hard and pillows lumpy. Neck and back have hurt for two days.";"The beds were hard!!!";"A Traveler";" nice room bed hard pillow lumpy neck back hurt two day bed hard";"text321";1;1;"neutral";0,0499512610132851;0,470956573754016;"negative";"different";-0,421005312740731;"5"
"11223";"24320 Rogers Clark Blvd";"Ruther Glen";"US";"Days Inn Ruther Glen Kings Dominion Area";"VA";2015-06-12;"Dead roach, toilet wouldn't work, wifi was terrible, comfy bed, nice staff";"Recent trip";"A Traveler";" dead roach toilet work wifi terrible comfy bed nice staff recent trip";"text343";1;1;"neutral";0,0499512610132851;0,470956573754016;"negative";"different";-0,421005312740731;"5"
"11662";"3250 Northview Dr";"Elkhart";"US";"Country Inn and Suites By Carlson";"IN";2016-09-23;"This hotel was so much better when we stayed 2 years ago. The breakfast was all pre package except for some fruit. All the lights didn't work in the pool...that seemed shady. Several hotels in the area will stay at a different one next time. Was disappointed.";"You might choose another hotel in town";"A Traveler";" hotel much good stay year ago breakfast pre package except fruit light work pool seem shady several hotel area stay different one next time disappoint may choose another hotel town";"text366";1;1;"neutral";0,0499512610132851;0,470956573754016;"negative";"different";-0,421005312740731;"5"
"11843";"135 Route 28";"West Yarmouth";"US";"Tidewater Inn";"Yarmouth";2016-08-12;"I choose a garden view room when I made the reservation but got a parking lot view room! Pool was dirty. Diner had good food and service.";"Disappointed";"George";" choose garden view room make reservation get park lot view room pool dirty diner good food service disappoint";"text377";1;1;"neutral";0,0499512610132851;0,470956573754016;"negative";"different";-0,421005312740731;"5"
"11856";"135 Route 28";"West Yarmouth";"US";"Tidewater Inn";"Yarmouth";2016-08-01;"What's there to say One of those hotels that needs refurbishing with paperthin walls. Shocking.";"The Kids Loved It";"Laurie M";" say one hotel need refurbish paperthin wall shock kid love ";"text378";1;1;"neutral";0,0499512610132851;0,470956573754016;"negative";"different";-0,421005312740731;"5"
